description,lat,lon,hour,geo_bucket,type
tas de déchets avenue des lilas,49.25179711368984,2.4431309050879713,8,49.25225_2.44144,dechets_sauvages
tas de déchets avenue des lilas,49.27327990090662,2.444687875413852,21,49.27477_2.44595,dechets_sauvages
attroupement bruyant rue victor hugo,49.27713223173538,2.412806554548106,17,49.27928_2.41441,incivilite
agression verbale avenue des lilas,49.26432706260641,2.4210255179038267,4,49.26577_2.41892,incivilite
trottinette laissée place du marché,49.27954166302845,2.4417297869314156,21,49.27928_2.44144,objet_abandonne
abribus brisé place du marché,49.251525012496955,2.438550371930494,13,49.25225_2.43694,mobilier_urbain
signalisation abîmée place du marché,49.25186740943746,2.4406958053283043,10,49.25225_2.44144,voirie
parterre dégradé avenue des lilas,49.29113002803298,2.4259199095393984,20,49.29279_2.42793,espace_vert
animal sans maître place du marché,49.268009532070565,2.4455774524152587,21,49.26577_2.44595,animal_errant
nid-de-poule place du marché,49.25635302563259,2.4162975771977218,2,49.25676_2.41441,voirie
trottoir cassé rue victor hugo,49.27611216300274,2.407833606717376,8,49.27477_2.40991,voirie
déchets au sol rue victor hugo,49.28849967765493,2.4354366166282433,1,49.28829_2.43694,dechets_sauvages
nid-de-poule avenue des lilas,49.260791051374845,2.4269677208003446,13,49.26126_2.42793,voirie
poubelles débordent place du marché,49.28114452379095,2.442729288440474,1,49.27928_2.44144,dechets_sauvages
tas de déchets rue victor hugo,49.25426737324969,2.4040579624562355,20,49.25225_2.40541,dechets_sauvages
tas de déchets avenue des lilas,49.252584086058434,2.4421846201719033,9,49.25225_2.44144,dechets_sauvages
trottoir cassé avenue des lilas,49.27656773157841,2.414664732660441,18,49.27477_2.41441,voirie
poubelles débordent place du marché,49.277031756080504,2.432742783358409,1,49.27928_2.43243,dechets_sauvages
déchets au sol rue victor hugo,49.28187149507491,2.402006439453913,15,49.28378_2.40090,dechets_sauvages
déchets au sol rue victor hugo,49.286304566686134,2.43047906481518,5,49.28829_2.43243,dechets_sauvages
tas de déchets avenue des lilas,49.298792603973126,2.4358635844593666,11,49.29730_2.43694,dechets_sauvages
trottoir cassé place du marché,49.27581501741506,2.418437510725281,21,49.27477_2.41892,voirie
barrière tordue place du marché,49.26614782364706,2.410770535263107,6,49.26577_2.40991,mobilier_urbain
nid-de-poule rue victor hugo,49.289759309738436,2.4268815338301772,3,49.28829_2.42793,voirie
poubelles débordent place du marché,49.2635416125631,2.4416595402217824,7,49.26577_2.44144,dechets_sauvages
haie non taillée place du marché,49.27194857103528,2.4161773679148326,18,49.27027_2.41441,espace_vert
animal sans maître avenue des lilas,49.253922819067114,2.412623464876064,9,49.25225_2.41441,animal_errant
vélo abandonné place du marché,49.251267537170776,2.4139467654318842,0,49.25225_2.41441,objet_abandonne
caddie dans la rue place du marché,49.29813242073389,2.447456607645833,4,49.29730_2.44595,objet_abandonne
nid-de-poule avenue des lilas,49.29179900602561,2.4179638457882278,5,49.29279_2.41892,voirie
banc cassé place du marché,49.284798710304685,2.4001802119944142,18,49.28378_2.40090,mobilier_urbain
banc cassé place du marché,49.27044764722071,2.439084060397981,17,49.27027_2.43694,mobilier_urbain
signalisation abîmée place du marché,49.258664716003544,2.4349637397667694,18,49.25676_2.43694,voirie
caddie dans la rue rue victor hugo,49.25782185213355,2.4064284132301483,18,49.25676_2.40541,objet_abandonne
vélo abandonné avenue des lilas,49.26251214490823,2.4492452124567454,22,49.26126_2.45045,objet_abandonne
trottoir cassé rue victor hugo,49.27746133323531,2.4304031142652556,0,49.27928_2.43243,voirie
déchets au sol rue victor hugo,49.285729796135,2.42503897454703,19,49.28378_2.42342,dechets_sauvages
signalisation abîmée place du marché,49.28300986883588,2.4191109633811445,10,49.28378_2.41892,voirie
tas de déchets avenue des lilas,49.2639966948473,2.4449336377781816,2,49.26577_2.44595,dechets_sauvages
poubelles débordent place du marché,49.29774326403316,2.412198174070928,9,49.29730_2.41441,dechets_sauvages
nid-de-poule rue victor hugo,49.28689484583479,2.414288445010995,6,49.28829_2.41441,voirie
poubelles débordent rue victor hugo,49.27771770262557,2.4061205403343284,16,49.27928_2.40541,dechets_sauvages
haie non taillée place du marché,49.280586037311714,2.437955954779213,23,49.27928_2.43694,espace_vert
banc cassé rue victor hugo,49.27098000312139,2.4297774640202925,15,49.27027_2.42793,mobilier_urbain
chat blessé place du marché,49.26238654947506,2.4304533084627247,6,49.26126_2.43243,animal_errant
déchets au sol avenue des lilas,49.267798633932564,2.410923521550973,12,49.26577_2.40991,dechets_sauvages
déchets au sol rue victor hugo,49.287892305523215,2.4325584194563543,11,49.28829_2.43243,dechets_sauvages
vélo abandonné avenue des lilas,49.25071967443149,2.438272922362343,11,49.25225_2.43694,objet_abandonne
signalisation abîmée place du marché,49.25580363202535,2.4178944265362845,7,49.25676_2.41892,voirie
tas de déchets avenue des lilas,49.25230013210109,2.4400673571980853,7,49.25225_2.44144,dechets_sauvages
agression verbale rue victor hugo,49.25203644011595,2.417439529426601,12,49.25225_2.41892,incivilite
nid-de-poule place du marché,49.29277302920055,2.4379069230754644,10,49.29279_2.43694,voirie
trottoir cassé rue victor hugo,49.285182892969004,2.401686505372886,0,49.28378_2.40090,voirie
haie non taillée avenue des lilas,49.27370869145437,2.4275582300736827,16,49.27477_2.42793,espace_vert
déchets au sol rue victor hugo,49.25489170803255,2.4484763280319943,18,49.25676_2.45045,dechets_sauvages
trottinette laissée rue victor hugo,49.27458079375584,2.4490622300341194,12,49.27477_2.45045,objet_abandonne
arbre tombé avenue des lilas,49.273673588539026,2.4140876289170867,22,49.27477_2.41441,espace_vert
tas de déchets avenue des lilas,49.2586600934955,2.4220699545540176,14,49.25676_2.42342,dechets_sauvages
tapage nocturne rue victor hugo,49.271692582461895,2.4031488953993314,23,49.27027_2.40090,incivilite
trottoir cassé place du marché,49.26992523671987,2.4436670653802297,11,49.27027_2.44144,voirie
agression verbale rue victor hugo,49.280792504902614,2.4284286076570107,20,49.27928_2.42793,incivilite
signalisation abîmée rue victor hugo,49.28175468254338,2.419255033947026,16,49.28378_2.41892,voirie
parterre dégradé place du marché,49.2522652004886,2.4056385279244576,2,49.25225_2.40541,espace_vert
banc cassé rue victor hugo,49.268730630731326,2.4473383642748443,6,49.27027_2.44595,mobilier_urbain
barrière tordue place du marché,49.28129299578571,2.4265109523910495,1,49.27928_2.42793,mobilier_urbain
tapage nocturne rue victor hugo,49.275156812929005,2.414146396454145,1,49.27477_2.41441,incivilite
chat blessé rue victor hugo,49.29282449205942,2.417510756506575,5,49.29279_2.41892,animal_errant
trottoir cassé rue victor hugo,49.28293468158095,2.4135348590461074,3,49.28378_2.41441,voirie
trottoir cassé rue victor hugo,49.25814672135407,2.430090490442849,15,49.25676_2.42793,voirie
signalisation abîmée avenue des lilas,49.25352843737002,2.4464981787890254,14,49.25225_2.44595,voirie
banc cassé avenue des lilas,49.282120963910316,2.442834690166328,9,49.28378_2.44144,mobilier_urbain
agression verbale avenue des lilas,49.25132556552708,2.4230190437712986,13,49.25225_2.42342,incivilite
chat blessé rue victor hugo,49.27928877906367,2.44132496811505,8,49.27928_2.44144,animal_errant
trottoir cassé rue victor hugo,49.29701151207125,2.4211552740638163,14,49.29730_2.41892,voirie
caddie dans la rue place du marché,49.278773708893794,2.412615357037932,6,49.27928_2.41441,objet_abandonne
nid-de-poule rue victor hugo,49.26940849631033,2.4491707557633213,6,49.27027_2.45045,voirie
vélo abandonné rue victor hugo,49.28216441092212,2.415194378398541,7,49.28378_2.41441,objet_abandonne
poubelles débordent place du marché,49.272912644524574,2.4161862115493453,18,49.27477_2.41441,dechets_sauvages
déchets au sol place du marché,49.277280839465796,2.449484643389326,17,49.27928_2.45045,dechets_sauvages
barrière tordue rue victor hugo,49.29707324043883,2.406696374658283,16,49.29730_2.40541,mobilier_urbain
déchets au sol place du marché,49.269305131890036,2.438026699400485,17,49.27027_2.43694,dechets_sauvages
déchets au sol rue victor hugo,49.298059528191196,2.446790637924136,18,49.29730_2.44595,dechets_sauvages
banc cassé avenue des lilas,49.2952675320978,2.425589749713771,20,49.29730_2.42342,mobilier_urbain
chat blessé place du marché,49.25978955673946,2.4001260880851407,7,49.26126_2.40090,animal_errant
banc cassé rue victor hugo,49.253468065043755,2.4187529472056553,12,49.25225_2.41892,mobilier_urbain
haie non taillée place du marché,49.25503890006887,2.405578449619241,10,49.25676_2.40541,espace_vert
banc cassé avenue des lilas,49.250911091282575,2.420809383046685,18,49.25225_2.41892,mobilier_urbain
abribus brisé place du marché,49.2547221480378,2.4395013380821142,6,49.25676_2.44144,mobilier_urbain
signalisation abîmée rue victor hugo,49.28415033867082,2.4219355774441897,4,49.28378_2.42342,voirie
banc cassé avenue des lilas,49.25355943242301,2.421596256067296,4,49.25225_2.42342,mobilier_urbain
tas de déchets place du marché,49.26594878151469,2.427839473845942,7,49.26577_2.42793,dechets_sauvages
banc cassé rue victor hugo,49.29224376554847,2.4290845292373837,9,49.29279_2.42793,mobilier_urbain
tas de déchets place du marché,49.25116359678679,2.4428148154399483,4,49.25225_2.44144,dechets_sauvages
nid-de-poule rue victor hugo,49.290723424129446,2.4154177719614474,14,49.29279_2.41441,voirie
barrière tordue place du marché,49.26409273873867,2.4410835632184007,22,49.26577_2.44144,mobilier_urbain
vélo abandonné rue victor hugo,49.255908241381086,2.428296687434602,15,49.25676_2.42793,objet_abandonne
signalisation abîmée avenue des lilas,49.28483685826821,2.415026477485857,9,49.28378_2.41441,voirie
trottoir cassé place du marché,49.281447142339,2.4147563022003036,23,49.27928_2.41441,voirie
chat blessé avenue des lilas,49.29387360067635,2.418056875855286,7,49.29279_2.41892,animal_errant
trottinette laissée avenue des lilas,49.28675355219019,2.4311346621309986,18,49.28829_2.43243,objet_abandonne
déchets au sol avenue des lilas,49.29017404651924,2.4115405865679973,3,49.28829_2.40991,dechets_sauvages
chien errant rue victor hugo,49.26410172862857,2.4460166780836134,13,49.26577_2.44595,animal_errant
déchets au sol place du marché,49.25887197718899,2.428745629208895,7,49.25676_2.42793,dechets_sauvages
trottoir cassé place du marché,49.287530737582046,2.4460007888498003,20,49.28829_2.44595,voirie
chat blessé place du marché,49.29034173696336,2.4023202179289576,13,49.28829_2.40090,animal_errant
déchets au sol place du marché,49.299525257100036,2.4171305685230737,11,49.29730_2.41892,dechets_sauvages
chien errant rue victor hugo,49.27063088384557,2.401140383034381,0,49.27027_2.40090,animal_errant
haie non taillée place du marché,49.26860090428964,2.4136125907548984,22,49.27027_2.41441,espace_vert
trottinette laissée rue victor hugo,49.2888206480371,2.443100323613429,18,49.28829_2.44144,objet_abandonne
vélo abandonné rue victor hugo,49.26704017701265,2.40183048579211,17,49.26577_2.40090,objet_abandonne
abribus brisé place du marché,49.296537866280175,2.4218073549957873,11,49.29730_2.42342,mobilier_urbain
agression verbale rue victor hugo,49.292920637592154,2.4058783535236614,9,49.29279_2.40541,incivilite
tas de déchets avenue des lilas,49.27144970136875,2.4208420329630185,20,49.27027_2.41892,dechets_sauvages
chien errant place du marché,49.287543553389575,2.441942579213219,0,49.28829_2.44144,animal_errant
barrière tordue place du marché,49.28772714370423,2.4311535516701257,13,49.28829_2.43243,mobilier_urbain
tapage nocturne rue victor hugo,49.2551561934418,2.436837817266571,8,49.25676_2.43694,incivilite
trottoir cassé rue victor hugo,49.29512764533398,2.417455205772479,14,49.29730_2.41892,voirie
tas de déchets place du marché,49.27526261862239,2.447219884750507,20,49.27477_2.44595,dechets_sauvages
arbre tombé rue victor hugo,49.29132287330539,2.4354631046889748,21,49.29279_2.43694,espace_vert
déchets au sol avenue des lilas,49.26600248005153,2.4210899409642264,22,49.26577_2.41892,dechets_sauvages
déchets au sol rue victor hugo,49.29477616142481,2.4213232400113527,13,49.29279_2.42342,dechets_sauvages
chien errant avenue des lilas,49.26946008393671,2.4459342088971647,8,49.27027_2.44595,animal_errant
chat blessé place du marché,49.25054188257401,2.4288202346717696,10,49.25225_2.42793,animal_errant
attroupement bruyant avenue des lilas,49.29526909882096,2.435318960495152,4,49.29730_2.43694,incivilite
animal sans maître place du marché,49.254564333839305,2.4208517612256584,11,49.25676_2.41892,animal_errant
banc cassé avenue des lilas,49.26596568187952,2.4111846382382356,15,49.26577_2.40991,mobilier_urbain
déchets au sol avenue des lilas,49.29750309835254,2.436177964599721,19,49.29730_2.43694,dechets_sauvages
abribus brisé rue victor hugo,49.29753035734688,2.4303911886070693,2,49.29730_2.43243,mobilier_urbain
trottoir cassé avenue des lilas,49.278671894406166,2.425067144021239,4,49.27928_2.42342,voirie
poubelles débordent avenue des lilas,49.28159186060849,2.431201046999723,18,49.28378_2.43243,dechets_sauvages
haie non taillée rue victor hugo,49.272422276098915,2.4104142793032115,4,49.27027_2.40991,espace_vert
poubelles débordent rue victor hugo,49.264660538584906,2.4396969353265976,23,49.26577_2.44144,dechets_sauvages
vélo abandonné avenue des lilas,49.26643322726849,2.447408140251015,17,49.26577_2.44595,objet_abandonne
tapage nocturne place du marché,49.28362592280385,2.4445551572083852,3,49.28378_2.44595,incivilite
tas de déchets avenue des lilas,49.287618726471884,2.4160717872653508,23,49.28829_2.41441,dechets_sauvages
signalisation abîmée rue victor hugo,49.28957895218629,2.420300288664104,14,49.28829_2.41892,voirie
chat blessé place du marché,49.289480907139726,2.440420114989878,4,49.28829_2.44144,animal_errant
trottoir cassé avenue des lilas,49.25456030515243,2.42975585654123,7,49.25676_2.42793,voirie
caddie dans la rue place du marché,49.27472101523513,2.4273957221838325,15,49.27477_2.42793,objet_abandonne
signalisation abîmée place du marché,49.25287793800083,2.446332098376672,21,49.25225_2.44595,voirie
haie non taillée place du marché,49.27747644411619,2.4268012480488523,0,49.27928_2.42793,espace_vert
tapage nocturne rue victor hugo,49.27207652506867,2.4257469339793656,4,49.27027_2.42793,incivilite
agression verbale place du marché,49.294385209137914,2.4021009295633178,17,49.29279_2.40090,incivilite
poubelles débordent avenue des lilas,49.267545750627605,2.4034708479295066,15,49.26577_2.40541,dechets_sauvages
déchets au sol avenue des lilas,49.25585335082138,2.4003710153940325,22,49.25676_2.40090,dechets_sauvages
déchets au sol avenue des lilas,49.25714958410264,2.4456622112891817,9,49.25676_2.44595,dechets_sauvages
trottinette laissée avenue des lilas,49.288075531585875,2.420419333000885,3,49.28829_2.41892,objet_abandonne
tas de déchets rue victor hugo,49.28091090316581,2.4234280688066705,17,49.27928_2.42342,dechets_sauvages
agression verbale avenue des lilas,49.25505613380614,2.442269347379623,16,49.25676_2.44144,incivilite
banc cassé rue victor hugo,49.25420534030575,2.4304623155187888,20,49.25225_2.43243,mobilier_urbain
banc cassé avenue des lilas,49.28504845657296,2.430475079819529,12,49.28378_2.43243,mobilier_urbain
banc cassé avenue des lilas,49.25363815031821,2.4148267214677404,7,49.25225_2.41441,mobilier_urbain
